,Description,Position Id,Variance,EPC,PC,Position,Men off,Wastage,Checkers,1,2,3,4,5,6,Formula used,Estimate,Error,Abc,Matussek,2 Tower,3 Tower,4 Tower,5 Tower,Odd,CG,CG_N,gap1,gap2,gap3,gap4,gap5,gap6,tower1,tower2,tower3,tower4,tower5,tower6,towers,acedeuce,highlow,High,Medium,Low,Rollish
4599,Medium,35890,0.63731015,37.39564,28,8 022003,8,9.39564,7,0,2,2,0,0,3,Matussek,37.0,-0.3956413269,36.0,37.0,,,,,1,3.5,1.1666666666666667,1,0,0,1,1,0,0,0,0,0,0,0,0,2,3,False,True,False,False
4600,High,51126,2.0564158,78.05033,71,1 001346,1,7.05033,14,0,0,1,3,4,6,Abc,78.0,-0.05033111572,78.0,80.9,,,,,0,5.071428571428571,1.6904761904761905,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,True,False,False,False
4601,Medium,8483,0.6954601,44.467876,33,5 203320,5,11.467876,10,2,0,3,3,2,0,Tba,40.0,-4.467876434,43.5,44.5,,,,,0,3.3,1.0999999999999999,0,1,0,0,0,1,0,0,0,0,0,0,0,2,3,False,True,False,False
4602,Medium,8151,0.6653171,37.53812,28,7 103220,7,9.53812,8,1,0,3,2,2,0,Matussek,37.1,-0.4381202698,37.5,37.1,,,,,0,3.5,1.1666666666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,False,True,False,False
4603,Rollish,8457,0.5752392,52.27366,36,2 422320,2,16.27366,13,4,2,2,3,2,0,Tba,43.0,-9.273658752,49.0,54.3,,,,,1,2.269230769230769,0.7564102564102564,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,False,False,False,True
4604,Medium,2964,0.77193576,47.896633,31,3 421500,3,16.896633,12,4,2,1,5,0,0,Tba,38.0,-9.896633148,44.0,48.9,,,,,0,2.5833333333333335,0.8611111111111112,0,0,0,0,1,1,0,0,0,1,0,0,1,6,5,False,True,False,False
4605,Rollish,1530,0.4732771,43.437588,19,4 720200,4,24.437588,11,7,2,0,2,0,0,Tba,26.0,-17.43758774,35.0,42.9,,,,,1,1.2272727272727273,0.4090909090909091,0,0,1,0,1,1,1,0,0,0,0,0,1,9,7,False,False,False,True
4606,Low,21787,0.58310366,43.79247,31,5 320221,5,12.79247,10,3,2,0,2,2,1,Tba,38.0,-5.792469025,42.0,44.4,,,,,0,3.1,1.0333333333333334,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,False,False,True,False
4607,Rollish,8043,0.41978344,38.62826,26,6 311220,6,12.62826,9,3,1,1,2,2,0,Tba,33.0,-5.628261566,37.5,38.8,,,,,1,2.388888888888889,0.7962962962962963,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,False,False,False,True
4608,Rollish,4677,0.2709013,29.907028,17,8 311110,8,12.907028,7,3,1,1,1,1,0,Matussek,29.2,-0.7070281982,28.5,29.2,,,,,1,1.9285714285714284,0.6428571428571428,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,False,False,False,True
4609,Low,17054,0.6594775,48.682686,33,3 324201,3,15.682686,12,3,2,4,2,0,1,Tba,40.0,-8.682685852,45.2,50.2,,,,,0,2.75,0.9166666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,False,False,True,False
4610,Rollish,1850,0.4938999,44.227516,26,4 414200,4,18.227516,11,4,1,4,2,0,0,Tba,33.0,-11.22751617,39.7,43.8,,,,,1,1.8636363636363638,0.6212121212121212,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,False,False,False,True
4611,Medium,870,0.261491,22.83047,12,A 040100,10,10.83047,5,0,4,0,1,0,0,Matussek,23.1,0.2695308685,22.0,23.1,,,,,1,1.9,0.6333333333333333,1,0,1,0,1,1,0,0,0,0,0,0,0,4,4,False,True,False,False
4612,Low,4162,0.6809777,52.2157,27,1 652010,1,25.2157,14,6,5,2,0,1,0,Tba,34.0,-18.21569824,43.5,52.8,,,,,0,1.9285714285714286,0.6428571428571429,0,0,0,1,0,1,1,1,0,0,0,0,2,11,6,False,False,True,False
4613,Medium,45350,1.3447237,64.095924,56,2 120334,2,8.095924,13,1,2,0,3,3,4,Tba,63.0,-1.095924377,65.0,67.3,,,,,1,3.8076923076923075,1.2692307692307692,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,False,True,False,False
4614,Medium,44655,1.0811191,55.233074,47,4 120224,4,8.233074,11,1,2,0,2,2,4,Tba,54.0,-1.233074188,56.0,57.7,,,,,1,3.7727272727272725,1.2575757575757576,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,False,True,False,False
4615,Low,31376,0.70472103,45.682915,32,5 240022,5,13.682915,10,2,4,0,0,2,2,Tba,39.0,-6.682914734,43.0,46.3,,,,,0,3.2,1.0666666666666667,0,0,1,1,0,0,0,0,0,0,0,0,0,6,4,False,False,True,False
4616,Rollish,18717,0.44994068,38.10112,24,6 241011,6,14.10112,9,2,4,1,0,1,1,Tba,31.0,-7.101119995,35.0,38.8,,,,,1,2.1666666666666665,0.7222222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,False,False,False,True
4617,Rollish,4232,0.6612205,52.546097,27,1 733010,1,25.546097,14,7,3,3,0,1,0,Tba,34.0,-18.5460968,44.0,53.0,,,,,0,1.9285714285714286,0.6428571428571429,0,0,0,1,0,1,1,0,0,0,0,0,1,10,7,False,False,False,True
4618,Low,22994,0.77645224,52.479233,39,3 143031,3,13.479233,12,1,4,3,0,3,1,Tba,46.0,-6.479232788,49.5,53.8,,,,,0,3.25,1.0833333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,False,False,True,False
4619,Low,21213,0.67405164,45.486713,33,5 043021,5,12.486713,10,0,4,3,0,2,1,Tba,40.0,-5.486713409,42.5,46.6,,,,,0,3.3,1.0999999999999999,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,False,False,True,False
4620,Low,32133,0.77069867,55.870506,45,2 223222,2,10.870506,13,2,2,3,2,2,2,Tba,52.0,-3.870506287,55.5,58.9,,,,,1,2.9615384615384617,0.9871794871794872,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,False,False,True,False
4621,Rollish,4150,0.4797945,38.842407,22,5 342010,5,16.842407,10,3,4,2,0,1,0,Tba,29.0,-9.842407227,35.0,39.5,,,,,0,2.2,0.7333333333333334,0,0,0,1,0,1,0,0,0,0,0,0,0,7,4,False,False,False,True
4622,Medium,40520,1.4231577,69.77818,61,0 032433,0,8.77818,15,0,3,2,4,3,3,Tba,68.0,-1.778182983,69.5,74.5,,,,,1,3.5666666666666664,1.1888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,False,True,False,False
4623,High,33495,1.1751827,52.545395,45,5 010432,5,7.545395,10,0,1,0,4,3,2,Abc,52.5,-0.04539489746,52.5,54.2,,,,,0,4.5,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,True,False,False,False
4624,Low,32391,0.8586773,60.398792,47,1 330422,1,13.398792,14,3,3,0,4,2,2,Tba,54.0,-6.398792267,58.5,63.6,,,,,0,3.357142857142857,1.119047619047619,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,False,False,True,False
4625,Low,32228,0.7752402,53.330708,42,3 230322,3,11.330708,12,2,3,0,3,2,2,Tba,49.0,-4.33070755,52.5,55.2,,,,,0,3.5,1.1666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,False,False,True,False
4626,Rollish,5164,0.44552964,37.714592,23,6 240210,6,14.714592,9,2,4,0,2,1,0,Tba,30.0,-7.71459198,35.0,37.7,,,,,1,2.0555555555555554,0.6851851851851851,0,0,1,0,0,1,0,0,0,0,0,0,0,6,4,False,False,False,True
4627,Rollish,8125,0.55235136,47.101067,33,3 332220,3,14.101067,12,3,3,2,2,2,0,Tba,40.0,-7.101066589,45.5,49.2,,,,,0,2.75,0.9166666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,False,False,False,True
4628,Low,8053,0.56204563,40.833527,28,5 321220,5,12.833527,10,3,2,1,2,2,0,Tba,35.0,-5.833526611,40.0,42.1,,,,,0,2.8,0.9333333333333332,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,False,False,True,False
4629,Medium,6953,0.4183839,27.673573,15,9 310020,9,12.673573,6,3,1,0,0,2,0,Matussek,27.2,-0.4735725403,26.5,27.2,,,,,0,2.5,0.8333333333333334,0,0,1,1,0,1,0,0,0,0,0,0,0,4,3,False,True,False,False
4630,Medium,33418,1.0744971,55.523083,47,3 121332,3,8.523083,12,1,2,1,3,3,2,Tba,54.0,-1.523082733,56.0,57.9,,,,,0,3.9166666666666665,1.3055555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,False,True,False,False
4631,Medium,41383,1.5550421,71.81136,63,0 202353,0,8.81136,15,2,0,2,3,5,3,Tba,70.0,-1.81136322,72.0,75.6,,,,,1,3.7,1.2333333333333334,0,1,0,0,0,0,0,0,0,0,1,0,1,2,5,False,True,False,False
4632,Medium,40993,1.3129547,63.524773,55,2 201343,2,8.524773,13,2,0,1,3,4,3,Tba,62.0,-1.524772644,64.0,66.6,,,,,1,3.730769230769231,1.2435897435897436,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,False,True,False,False
4633,Medium,34128,1.096846,56.06419,47,3 211242,3,9.06419,12,2,1,1,2,4,2,Tba,54.0,-2.064189911,56.5,59.4,,,,,0,3.9166666666666665,1.3055555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,False,True,False,False
4634,Medium,34160,1.1450696,61.853977,52,1 222242,1,9.853977,14,2,2,2,2,4,2,Tba,59.0,-2.853977203,62.0,66.5,,,,,0,3.7142857142857144,1.2380952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,False,True,False,False
4635,Medium,33250,0.8850784,48.77767,40,5 201232,5,8.77767,10,2,0,1,2,3,2,Tba,47.0,-1.777671814,49.0,49.9,,,,,0,4.0,1.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,False,True,False,False
4636,Low,23531,0.8227589,51.416985,41,3 222231,3,10.416985,12,2,2,2,2,3,1,Tba,48.0,-3.416984558,51.0,54.2,,,,,0,3.4166666666666665,1.1388888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,False,False,True,False
4637,Medium,23196,0.67503303,39.291023,30,7 201131,7,9.291023,8,2,0,1,1,3,1,Matussek,39.4,0.1089767456,39.0,39.4,,,,,0,3.75,1.25,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,False,True,False,False
4638,Medium,22766,0.54760045,32.402023,23,9 200031,9,9.402023,6,2,0,0,0,3,1,Matussek,32.2,-0.2020233154,32.0,32.2,,,,,0,3.8333333333333335,1.277777777777778,0,1,1,1,0,0,0,0,0,0,0,0,0,2,3,False,True,False,False
4639,Medium,7043,0.3388593,25.010786,15,A 201020,10,10.010786,5,2,0,1,0,2,0,Matussek,24.7,-0.3107860565,25.0,24.7,,,,,1,2.5,0.8333333333333334,0,1,0,1,0,1,0,0,0,0,0,0,0,2,2,False,True,False,False
4640,Medium,5154,0.5111679,34.07272,21,7 230210,7,13.07272,8,2,3,0,2,1,0,Matussek,33.4,-0.672719574,32.5,33.4,,,,,0,2.625,0.875,0,0,1,0,0,1,0,0,0,0,0,0,0,5,3,False,True,False,False
4641,Low,38366,1.0110296,64.86827,52,0 225213,0,12.86827,15,2,2,5,2,1,3,Tba,59.0,-5.868270874,63.9,68.4,,,,,1,2.966666666666667,0.9888888888888889,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,False,False,True,False
4642,Medium,30213,0.74666655,46.41074,35,5 204112,5,11.41074,10,2,0,4,1,1,2,Tba,42.0,-4.410739899,45.2,47.5,,,,,0,3.5,1.1666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,False,True,False,False
4643,Low,30548,0.75327456,55.266228,43,2 224212,2,12.266228,13,2,2,4,2,1,2,Tba,50.0,-5.266227722,54.2,58.5,,,,,1,2.8076923076923075,0.9358974358974358,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,False,False,True,False
4644,Medium,29749,0.57640237,38.553097,28,7 203012,7,10.553097,8,2,0,3,0,1,2,Matussek,38.3,-0.2530967712,37.5,38.3,,,,,0,3.5,1.1666666666666667,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,False,True,False,False
4645,Rollish,4310,0.49010396,44.13808,27,4 244010,4,17.13808,11,2,4,4,0,1,0,Tba,34.0,-10.1380806,40.2,44.1,,,,,1,1.9545454545454546,0.6515151515151515,0,0,0,1,0,1,0,0,0,0,0,0,0,6,4,False,False,False,True
4646,Medium,4272,0.49622908,31.792915,19,8 204010,8,12.792915,7,2,0,4,0,1,0,Three Tower,30.7,-1.092915344,30.2,31.9,,30.7,,,1,2.2142857142857144,0.7380952380952381,0,1,0,1,0,1,0,0,0,0,0,0,0,2,4,False,True,False,False
4647,Low,6069,0.7518695,48.27916,33,3 412410,3,15.27916,12,4,1,2,4,1,0,Tba,40.0,-8.279159546,45.5,50.2,,,,,0,2.75,0.9166666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,False,False,True,False
4648,Rollish,17427,0.64661705,58.411602,38,0 533301,0,20.411602,15,5,3,3,3,0,1,Tba,45.0,-13.41160202,52.0,60.1,,,,,1,2.033333333333333,0.6777777777777777,0,0,0,0,1,0,1,0,0,0,0,0,1,8,5,False,False,False,True
4649,Medium,9917,0.6840398,37.639507,27,7 202130,7,10.639507,8,2,0,2,1,3,0,Matussek,37.1,-0.5395072937,37.0,37.1,,,,,0,3.375,1.125,0,1,0,0,0,1,0,0,0,0,0,0,0,2,3,False,True,False,False
4650,Rollish,21853,0.6012942,52.88622,36,2 521221,2,16.88622,13,5,2,1,2,2,1,Tba,43.0,-9.886219025,49.0,55.2,,,,,1,2.269230769230769,0.7564102564102564,0,0,0,0,0,0,1,0,0,0,0,0,1,7,4,False,False,False,True
4651,Rollish,5157,0.5208339,44.158787,24,4 530210,4,20.158787,11,5,3,0,2,1,0,Tba,31.0,-13.15878677,38.5,43.4,,,,,1,1.6818181818181817,0.5606060606060606,0,0,1,0,0,1,1,0,0,0,0,0,1,8,5,False,False,False,True
4652,Medium,33549,1.2349494,64.234215,55,1 032432,1,9.234215,14,0,3,2,4,3,2,Tba,62.0,-2.234214783,63.5,68.4,,,,,0,3.9285714285714284,1.3095238095238095,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,False,True,False,False
4653,Medium,33527,1.2267156,58.21488,50,3 021432,3,8.21488,12,0,2,1,4,3,2,Tba,57.0,-1.214881897,58.0,61.3,,,,,0,4.166666666666667,1.388888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,False,True,False,False
4654,Rollish,512,0.5653029,50.513172,27,2 364000,2,23.513172,13,3,6,4,0,0,0,Tba,34.0,-16.51317215,42.2,50.5,,,,,1,1.576923076923077,0.5256410256410257,0,0,0,1,1,1,0,1,0,0,0,0,1,9,6,False,False,False,True
4655,Low,5843,0.7875106,54.564117,39,1 244310,1,15.564117,14,2,4,4,3,1,0,Tba,46.0,-8.564117432,52.2,57.3,,,,,0,2.7857142857142856,0.9285714285714285,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,False,False,True,False
4656,Low,8537,0.8271332,55.738247,42,1 234320,1,13.738247,14,2,3,4,3,2,0,Tba,49.0,-6.738246918,54.7,59.2,,,,,0,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,False,False,True,False
4657,Medium,8167,0.67849284,40.94377,31,6 023220,6,9.94377,9,0,2,3,2,2,0,Tba,38.0,-2.943771362,40.5,41.7,,,,,1,2.9444444444444446,0.9814814814814815,1,0,0,0,0,1,0,0,0,0,0,0,0,2,3,False,True,False,False
4658,Low,8456,0.65552133,48.123657,35,3 322320,3,13.123657,12,3,2,2,3,2,0,Tba,42.0,-6.123657227,47.0,50.3,,,,,0,2.9166666666666665,0.9722222222222222,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,False,False,True,False
4659,Medium,8042,0.5805113,34.803772,25,7 211220,7,9.803772,8,2,1,1,2,2,0,Matussek,35.8,0.9962280273,35.5,35.8,,,,,0,3.125,1.0416666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,False,True,False,False
4660,Medium,4676,0.3311353,25.02843,16,9 211110,9,9.02843,6,2,1,1,1,1,0,Matussek,26.2,1.171569061,26.5,26.2,,,,,0,2.6666666666666665,0.8888888888888888,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,False,True,False,False
4661,Low,2736,0.6741235,47.167606,33,3 233400,3,14.167606,12,2,3,3,4,0,0,Tba,40.0,-7.167606354,45.0,49.4,,,,,0,2.75,0.9166666666666666,0,0,0,0,1,1,0,0,0,0,0,0,0,5,4,False,False,True,False
4662,Low,28921,0.79760975,58.246563,43,1 332402,1,15.246563,14,3,3,2,4,0,2,Tba,50.0,-8.246562958,54.5,60.8,,,,,0,3.0714285714285716,1.023809523809524,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,False,False,True,False
4663,Low,28878,0.7804626,52.10166,39,3 231402,3,13.10166,12,2,3,1,4,0,2,Tba,46.0,-6.101661682,49.5,54.0,,,,,0,3.25,1.0833333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,False,False,True,False
4664,Low,28605,0.6788033,45.092155,34,5 131302,5,11.092155,10,1,3,1,3,0,2,Tba,41.0,-4.092155457,43.5,45.6,,,,,0,3.4,1.1333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,False,False,True,False
4665,Rollish,16316,0.287489,30.242666,19,8 221101,8,11.242666,7,2,2,1,1,0,1,Matussek,30.4,0.1573337555,29.0,30.4,,,,,1,2.2142857142857144,0.7380952380952381,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,False,False,False,True
4666,Medium,9663,0.93697107,55.06199,36,2 415030,2,19.06199,13,4,1,5,0,3,0,Tba,43.0,-12.06198883,50.4,54.4,,,,,1,2.269230769230769,0.7564102564102564,0,0,0,1,0,1,0,0,1,0,0,0,1,5,5,False,True,False,False
4667,Medium,34156,1.0951511,61.986015,51,1 312242,1,10.986015,14,3,1,2,2,4,2,Tba,58.0,-3.98601532,61.5,66.2,,,,,0,3.642857142857143,1.2142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,False,True,False,False
4668,Medium,24719,0.9489264,54.698112,43,3 302241,3,11.698112,12,3,0,2,2,4,1,Tba,50.0,-4.698112488,53.0,56.8,,,,,0,3.5833333333333335,1.1944444444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,False,True,False,False
4669,Medium,33589,1.1694787,66.58476,55,0 230532,0,11.58476,15,2,3,0,5,3,2,Tba,62.0,-4.584762573,65.5,70.2,,,,,1,3.1666666666666665,1.0555555555555556,0,0,1,0,0,0,0,0,0,1,0,0,1,5,5,False,True,False,False
4670,Low,8131,0.6582982,47.655407,34,3 242220,3,13.655407,12,2,4,2,2,2,0,Tba,41.0,-6.655406952,46.0,50.5,,,,,0,2.8333333333333335,0.9444444444444445,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,False,False,True,False
4671,Low,32390,0.901975,57.531002,46,2 230422,2,11.531002,13,2,3,0,4,2,2,Tba,53.0,-4.531002045,56.5,60.6,,,,,1,3.0384615384615383,1.0128205128205128,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,False,False,True,False
4672,Medium,7704,0.65641046,41.535713,29,5 142120,5,12.535713,10,1,4,2,1,2,0,Tba,36.0,-5.535713196,40.0,43.1,,,,,0,2.9,0.9666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,False,True,False,False
4673,Medium,8682,0.83934486,49.892365,37,3 231420,3,12.892365,12,2,3,1,4,2,0,Tba,44.0,-5.892364502,48.5,52.2,,,,,0,3.0833333333333335,1.027777777777778,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,False,True,False,False
4674,Medium,2094,0.5498103,33.79111,20,7 230300,7,13.79111,8,2,3,0,3,0,0,Matussek,33.6,-0.1911109924,31.5,33.6,,,,,0,2.5,0.8333333333333334,0,0,1,0,1,1,0,0,0,0,0,0,0,5,3,False,True,False,False
4675,Medium,48646,1.4505818,68.68916,60,1 122135,1,8.68916,14,1,2,2,1,3,5,Tba,67.0,-1.689163208,69.0,72.2,,,,,0,4.285714285714286,1.4285714285714286,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,False,True,False,False
4676,Medium,5982,0.8384015,50.046913,33,3 250410,3,17.046913,12,2,5,0,4,1,0,Tba,40.0,-10.04691315,45.5,49.8,,,,,0,2.75,0.9166666666666666,0,0,1,0,0,1,0,1,0,0,0,0,1,7,5,False,True,False,False
4677,Low,10767,0.86005235,61.354137,48,0 233430,0,13.354137,15,2,3,3,4,3,0,Tba,55.0,-6.354137421,60.0,65.0,,,,,1,2.7,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,False,False,True,False
4678,Medium,33557,1.2885001,63.86707,55,1 113432,1,8.86707,14,1,1,3,4,3,2,Tba,62.0,-1.867069244,64.0,67.6,,,,,0,3.9285714285714284,1.3095238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,False,True,False,False
4679,Medium,32453,1.0871341,56.85981,48,3 103422,3,8.85981,12,1,0,3,4,2,2,Tba,55.0,-1.859809875,56.5,59.1,,,,,0,4.0,1.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,False,True,False,False
4680,Low,20389,0.7839415,60.346004,46,0 243411,0,14.346004,15,2,4,3,4,1,1,Tba,53.0,-7.346004486,57.5,64.0,,,,,1,2.566666666666667,0.8555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,False,False,True,False
4681,Medium,32431,1.1183964,51.662533,44,5 002422,5,7.662533,10,0,0,2,4,2,2,Tba,51.0,-0.6625328064,51.0,53.3,,,,,0,4.4,1.4666666666666668,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,False,True,False,False
4682,Rollish,20096,0.6336598,52.812016,39,2 242311,2,13.812016,13,2,4,2,3,1,1,Tba,46.0,-6.812015533,50.0,55.8,,,,,1,2.5,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,False,False,False,True
4683,Medium,20064,0.7516961,36.43178,29,8 002311,8,7.43178,7,0,0,2,3,1,1,Matussek,36.6,0.1682182312,36.0,36.6,,,,,1,3.6428571428571432,1.2142857142857144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,False,True,False,False
4684,Medium,9342,0.52708197,30.09482,20,9 120030,9,10.09482,6,1,2,0,0,3,0,Matussek,29.7,-0.3948200226,30.0,29.7,,,,,0,3.3333333333333335,1.1111111111111112,0,0,1,1,0,1,0,0,0,0,0,0,0,3,3,False,True,False,False
4685,Medium,40943,1.1997365,67.54387,57,0 312243,0,10.54387,15,3,1,2,2,4,3,Tba,64.0,-3.543869019,67.5,72.3,,,,,1,3.3,1.0999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,False,True,False,False
4686,High,49113,1.9064624,77.60151,70,0 021255,0,7.60151,15,0,2,1,2,5,5,Abc,78.0,0.3984909058,78.0,81.2,,,,,1,4.166666666666667,1.388888888888889,1,0,0,0,0,0,0,0,0,0,1,1,2,2,5,True,False,False,False
4687,High,49126,2.0498643,79.23063,72,0 011355,0,7.23063,15,0,1,1,3,5,5,Abc,79.5,0.2693710327,79.5,82.3,,,,,1,4.3,1.4333333333333333,1,0,0,0,0,0,0,0,0,0,1,1,2,1,5,True,False,False,False
4688,High,48911,1.6145878,68.7657,61,2 021145,2,7.7657,13,0,2,1,1,4,5,Abc,69.0,0.2342987061,69.0,71.6,,,,,1,4.1923076923076925,1.3974358974358976,1,0,0,0,0,0,0,0,0,0,0,1,1,2,5,True,False,False,False
4689,High,45772,1.7928468,72.34088,65,1 011444,1,7.34088,14,0,1,1,4,4,4,Abc,72.5,0.1591186523,72.5,75.4,,,,,0,4.642857142857143,1.5476190476190477,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,True,False,False,False
4690,High,48626,1.4556426,63.818546,56,3 021135,3,7.818546,12,0,2,1,1,3,5,Abc,64.0,0.1814537048,64.0,66.4,,,,,0,4.666666666666667,1.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,1,1,2,5,True,False,False,False
4691,High,44843,1.3617513,57.113457,50,5 000424,5,7.113457,10,0,0,0,4,2,4,Abc,57.0,-0.1134567261,57.0,57.9,,,,,0,5.0,1.6666666666666667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,True,False,False,False
4692,High,38591,1.101447,49.397923,42,6 001413,6,7.397923,9,0,0,1,4,1,3,Abc,49.0,-0.3979225159,49.0,50.4,,,,,1,4.166666666666667,1.388888888888889,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,True,False,False,False
4693,High,17277,0.61629343,27.958696,21,A 001301,10,6.958696,5,0,0,1,3,0,1,Four Tower,27.9,-0.05869636536,28.0,27.6,,,27.9,,1,3.7,1.2333333333333334,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,True,False,False,False
4694,Medium,9552,0.6964129,35.46036,25,8 103030,8,10.46036,7,1,0,3,0,3,0,Matussek,34.5,-0.9603614807,34.5,34.5,,,,,1,3.0714285714285716,1.023809523809524,0,1,0,1,0,1,0,0,0,0,0,0,0,1,3,False,True,False,False
4695,Rollish,1652,0.5177309,44.36888,24,3 541200,3,20.36888,12,5,4,1,2,0,0,Tba,31.0,-13.36888123,39.0,45.3,,,,,0,2.0,0.6666666666666666,0,0,0,0,1,1,1,0,0,0,0,0,1,9,5,False,False,False,True
4696,Medium,50928,1.6681483,76.025055,67,0 032136,0,9.025055,15,0,3,2,1,3,6,Tba,74.0,-2.025054932,75.5,80.6,,,,,1,3.966666666666667,1.3222222222222222,1,0,0,0,0,0,0,0,0,0,0,1,1,3,6,False,True,False,False
4697,Medium,50648,1.4795241,70.07769,61,1 122126,1,9.07769,14,1,2,2,1,2,6,Tba,68.0,-2.077690125,70.0,74.1,,,,,0,4.357142857142857,1.4523809523809523,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,False,True,False,False
4698,Medium,24757,1.0572792,59.984894,49,1 223241,1,10.984894,14,2,2,3,2,4,1,Tba,56.0,-3.984893799,59.5,64.2,,,,,0,3.5,1.1666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,False,True,False,False
4699,Low,39042,0.9673726,58.9947,45,2 152023,2,13.9947,13,1,5,2,0,2,3,Tba,52.0,-6.994701385,55.5,60.3,,,,,1,2.9615384615384617,0.9871794871794872,0,0,0,1,0,0,0,1,0,0,0,0,1,6,5,False,False,True,False
4700,Low,31517,0.84645146,53.04077,39,3 152022,3,14.04077,12,1,5,2,0,2,2,Tba,46.0,-7.040771484,49.5,54.2,,,,,0,3.25,1.0833333333333333,0,0,0,1,0,0,0,1,0,0,0,0,1,6,5,False,False,True,False
4701,Low,29720,0.6946381,44.815205,32,5 142012,5,12.815205,10,1,4,2,0,1,2,Tba,39.0,-5.81520462,42.0,45.7,,,,,0,3.2,1.0666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,False,False,True,False
4702,Low,15785,0.5407369,37.923775,23,6 152001,6,14.923775,9,1,5,2,0,0,1,Tba,30.0,-7.923774719,33.5,37.7,,,,,1,2.0555555555555554,0.6851851851851851,0,0,0,1,1,0,0,1,0,0,0,0,1,6,5,False,False,True,False
4703,Low,28002,0.68599576,50.538025,35,3 324102,3,15.538025,12,3,2,4,1,0,2,Tba,42.0,-8.538024902,47.2,51.9,,,,,0,2.9166666666666665,0.9722222222222222,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,False,False,True,False
